,age,gender,hnrnew,Personenzahl,Art_Unterkunft,deathrate,contacts_mean,agegroup
21313,22,m,451,4,1,0.00045366,13.57,20
21314,23,f,451,4,1,0.00017996,13.57,20
21315,5,m,451,4,1,0.00010046,14.81,5
21316,3,f,451,4,1,0.00010313,10.21,0
21317,41,m,452,1,1,0.00133379,13.83,40
21318,18,f,453,1,1,0.00019702,17.58,15
21319,82,m,454,1,1,0.07265536,6.89,70
21320,45,f,457,2,1,0.00115224,13.83,40
21321,40,m,457,2,1,0.00123774,13.83,40
21322,43,f,458,2,1,0.00090807,13.83,40
21323,19,m,458,2,1,0.00039767,17.58,15
21324,65,m,459,2,1,0.01542111,9.21,60
21325,63,f,459,2,1,0.0067488999999999995,9.21,60
21326,84,m,460,1,1,0.09199371,6.89,70
21327,72,f,461,1,1,0.01481358,6.89,70
21328,80,m,462,1,1,0.05642286,6.89,70
21329,67,f,463,2,1,0.00948222,9.21,60
21330,43,m,463,2,1,0.00153974,13.83,40
21331,88,m,464,1,1,0.14870369,6.89,70
21332,66,m,465,2,1,0.01660601,9.21,60
21333,64,f,465,2,1,0.00747267,9.21,60
21334,30,m,466,4,1,0.00056139,14.14,30
21335,30,f,466,4,1,0.00031713,14.14,30
21336,9,m,466,4,1,8.001e-05,14.81,5
21337,5,m,466,4,1,0.00010046,14.81,5
21338,52,m,468,3,1,0.00414072,12.3,50
21339,47,f,468,3,1,0.0013703,13.83,40
21340,20,f,468,3,1,0.00018488,13.57,20
21341,51,m,469,4,1,0.00370198,12.3,50
21342,47,f,469,4,1,0.0013703,13.83,40
21343,24,m,469,4,1,0.00047486,13.57,20
21344,22,f,469,4,1,0.00016281,13.57,20
21345,45,m,470,1,1,0.0019587,13.83,40
21346,84,f,471,1,1,0.06516314,6.89,70
21347,44,m,472,1,1,0.001798,13.83,40
21348,44,m,473,1,1,0.001798,13.83,40
21349,67,m,474,2,1,0.01799621,9.21,60
21350,61,f,474,2,1,0.00568588,9.21,60
21351,72,f,475,1,1,0.01481358,6.89,70
21352,36,m,476,3,1,0.00085947,14.14,30
21353,29,f,476,3,1,0.00025877,13.57,20
21354,3,m,476,3,1,0.00010894,10.21,0
21355,44,f,477,1,1,0.00097058,13.83,40
21356,21,m,479,2,1,0.00040526,13.57,20
21357,20,f,479,2,1,0.00018488,13.57,20
21358,52,f,480,2,1,0.00233297,12.3,50
21359,54,m,480,2,1,0.00531626,12.3,50
21360,54,m,481,4,1,0.00531626,12.3,50
21361,53,f,481,4,1,0.00256767,12.3,50
21362,23,f,481,4,1,0.00017996,13.57,20
21363,26,m,481,4,1,0.00045886,13.57,20
21364,45,m,482,1,1,0.0019587,13.83,40
21365,67,f,483,1,1,0.00948222,9.21,60
21366,71,m,484,2,1,0.0246394,6.89,70
21367,69,f,484,2,1,0.0115546,9.21,60
21368,42,m,485,1,1,0.00144076,13.83,40
21369,32,m,486,1,1,0.000634,14.14,30
21370,72,m,487,2,1,0.02618392,6.89,70
21371,73,f,487,2,1,0.01641616,6.89,70
21372,51,m,488,2,1,0.00370198,12.3,50
21373,46,f,488,2,1,0.00121751,13.83,40
21374,67,m,490,2,1,0.01799621,9.21,60
21375,66,f,490,2,1,0.00876211,9.21,60
21376,51,m,491,3,1,0.00370198,12.3,50
21377,51,f,491,3,1,0.0021427,12.3,50
21378,18,f,491,3,1,0.00019702,17.58,15
21379,74,m,492,1,1,0.03108519,6.89,70
21380,59,m,493,1,1,0.00893714,12.3,50
21381,34,m,494,2,1,0.00076954,14.14,30
21382,27,f,494,2,1,0.00021518,13.57,20
21383,41,m,495,4,1,0.00133379,13.83,40
21384,38,f,495,4,1,0.00060325,14.14,30
21385,13,m,495,4,1,9.588e-05,18.22,10
21386,8,f,495,4,1,6.968e-05,14.81,5
21387,84,f,496,1,1,0.06516314,6.89,70
21388,35,f,497,2,1,0.00041213,14.14,30
21389,23,m,497,2,1,0.00040954,13.57,20
21390,82,m,498,2,1,0.07265536,6.89,70
21391,79,f,498,2,1,0.03141447,6.89,70
21392,26,m,499,1,1,0.00045886,13.57,20
21393,88,m,501,2,1,0.14870369,6.89,70
21394,86,f,501,2,1,0.08718,6.89,70
21395,90,f,502,1,1,0.1474761,6.89,70
21396,70,f,503,1,1,0.01259879,6.89,70
21397,68,f,504,1,1,0.01046567,9.21,60
21398,46,f,505,1,1,0.00121751,13.83,40
21399,40,f,506,5,1,0.0006857,13.83,40
21400,45,m,506,5,1,0.0019587,13.83,40
21401,21,f,506,5,1,0.0001649,13.57,20
21402,19,m,506,5,1,0.00039767,17.58,15
21403,11,m,506,5,1,7.74e-05,18.22,10
21404,45,m,507,6,1,0.0019587,13.83,40
21405,40,f,507,6,1,0.0006857,13.83,40
21406,13,m,507,6,1,9.588e-05,18.22,10
21407,10,m,507,6,1,7.924e-05,18.22,10
21408,6,f,507,6,1,8.846e-05,14.81,5
21409,3,m,507,6,1,0.00010894,10.21,0
21410,71,f,508,1,1,0.01370178,6.89,70
21411,52,m,509,2,1,0.00414072,12.3,50
21412,19,m,509,2,1,0.00039767,17.58,15
21413,95,f,510,1,1,0.25277699,6.89,70
21414,59,m,512,2,1,0.00893714,12.3,50
21415,58,f,512,2,1,0.00434941,12.3,50
21416,68,f,513,1,1,0.01046567,9.21,60
21417,81,f,514,1,1,0.04267387,6.89,70
21418,68,m,515,2,1,0.01918012,9.21,60
21419,65,f,515,2,1,0.00797044,9.21,60
21420,73,f,516,1,1,0.01641616,6.89,70
21421,62,m,517,2,1,0.01194124,9.21,60
21422,69,f,517,2,1,0.0115546,9.21,60
21423,33,m,518,4,1,0.00073168,14.14,30
21424,32,f,518,4,1,0.00034263,14.14,30
21425,3,f,518,4,1,0.00010313,10.21,0
21426,0,m,518,4,1,0.00356226,10.21,0
21427,25,m,519,1,1,0.00043792,13.57,20
21428,86,f,521,1,1,0.08718,6.89,70
21429,65,m,522,2,1,0.01542111,9.21,60
21430,62,f,522,2,1,0.00613444,9.21,60
21431,68,m,523,2,1,0.01918012,9.21,60
21432,67,f,523,2,1,0.00948222,9.21,60
21433,26,f,524,1,1,0.0001882,13.57,20
21434,39,m,525,4,1,0.00111397,14.14,30
21435,29,f,525,4,1,0.00025877,13.57,20
21436,9,f,525,4,1,6.117e-05,14.81,5
21437,6,m,525,4,1,9.091e-05,14.81,5
21438,71,f,526,1,1,0.01370178,6.89,70
21439,64,m,528,1,1,0.01425244,9.21,60
21440,79,f,529,1,1,0.03141447,6.89,70
21441,77,m,530,1,1,0.04069575,6.89,70
21442,56,m,531,2,1,0.00658737,12.3,50
21443,55,f,531,2,1,0.00324545,12.3,50
21444,66,m,532,2,1,0.01660601,9.21,60
21445,65,f,532,2,1,0.00797044,9.21,60
21446,82,f,533,1,1,0.04937895,6.89,70
21447,86,f,534,2,1,0.08718,6.89,70
21448,60,m,534,2,1,0.00983124,9.21,60
21449,69,m,535,2,1,0.02109939,9.21,60
21450,65,f,535,2,1,0.00797044,9.21,60
21451,69,f,536,1,1,0.0115546,9.21,60
21452,23,f,537,2,1,0.00017996,13.57,20
21453,30,m,537,2,1,0.00056139,14.14,30
21454,75,m,539,1,1,0.03362174,6.89,70
21455,57,m,540,1,1,0.00733233,12.3,50
21456,61,m,541,2,1,0.01082143,9.21,60
21457,60,f,541,2,1,0.00527596,9.21,60
21458,42,m,542,4,1,0.00144076,13.83,40
21459,40,f,542,4,1,0.0006857,13.83,40
21460,15,f,542,4,1,0.00012167,17.58,15
21461,7,m,542,4,1,8.614e-05,14.81,5
21462,36,f,543,3,1,0.0004585,14.14,30
21463,15,m,543,3,1,0.00015987,17.58,15
21464,0,m,543,3,1,0.00356226,10.21,0
21465,64,m,544,2,1,0.01425244,9.21,60
21466,61,f,544,2,1,0.00568588,9.21,60
21467,81,m,545,2,1,0.06453153,6.89,70
21468,80,f,545,2,1,0.03646149,6.89,70
21469,75,m,546,2,1,0.03362174,6.89,70
21470,66,f,546,2,1,0.00876211,9.21,60
21471,28,m,547,2,1,0.00048486,13.57,20
21472,25,f,547,2,1,0.00019022,13.57,20
21473,67,m,548,1,1,0.01799621,9.21,60
21474,67,m,550,2,1,0.01799621,9.21,60
21475,66,f,550,2,1,0.00876211,9.21,60
21476,59,f,551,2,1,0.00470636,12.3,50
21477,62,m,551,2,1,0.01194124,9.21,60
21478,70,m,552,2,1,0.02230277,6.89,70
21479,68,f,552,2,1,0.01046567,9.21,60
21480,71,f,553,1,1,0.01370178,6.89,70
21481,39,m,554,1,1,0.00111397,14.14,30
21482,55,m,555,2,1,0.00591257,12.3,50
21483,54,f,555,2,1,0.0028887,12.3,50
21484,67,m,556,2,1,0.01799621,9.21,60
21485,63,f,556,2,1,0.0067488999999999995,9.21,60
21486,55,m,557,2,1,0.00591257,12.3,50
21487,22,f,557,2,1,0.00016281,13.57,20
21488,59,m,558,3,1,0.00893714,12.3,50
21489,59,f,558,3,1,0.00470636,12.3,50
21490,25,m,558,3,1,0.00043792,13.57,20
21491,80,f,560,1,1,0.03646149,6.89,70
21492,26,m,562,2,1,0.00045886,13.57,20
21493,21,f,562,2,1,0.0001649,13.57,20
21494,72,f,563,1,1,0.01481358,6.89,70
21495,73,m,564,2,1,0.02874623,6.89,70
21496,61,f,564,2,1,0.00568588,9.21,60
21497,55,m,565,3,1,0.00591257,12.3,50
21498,53,f,565,3,1,0.00256767,12.3,50
21499,25,m,565,3,1,0.00043792,13.57,20
21500,56,m,566,2,1,0.00658737,12.3,50
21501,56,f,566,2,1,0.00357696,12.3,50
21502,68,m,567,2,1,0.01918012,9.21,60
21503,62,f,567,2,1,0.00613444,9.21,60
21504,34,f,568,4,1,0.000406,14.14,30
21505,33,m,568,4,1,0.00073168,14.14,30
21506,3,f,568,4,1,0.00010313,10.21,0
21507,1,m,568,4,1,0.00027641,10.21,0
21508,75,m,569,2,1,0.03362174,6.89,70
21509,74,f,569,2,1,0.01784317,6.89,70
21510,28,f,570,2,1,0.00023564,13.57,20
21511,29,m,570,2,1,0.00052165,13.57,20
21512,54,m,571,2,1,0.00531626,12.3,50
21513,54,f,571,2,1,0.0028887,12.3,50
21514,58,m,574,1,1,0.00815644,12.3,50
21515,59,f,575,1,1,0.00470636,12.3,50
21516,34,f,576,1,1,0.000406,14.14,30
21517,41,m,577,4,1,0.00133379,13.83,40
21518,35,f,577,4,1,0.00041213,14.14,30
21519,9,f,577,4,1,6.117e-05,14.81,5
21520,5,f,577,4,1,8.908e-05,14.81,5
21521,42,m,578,4,1,0.00144076,13.83,40
21522,29,f,578,4,1,0.00025877,13.57,20
21523,6,m,578,4,1,9.091e-05,14.81,5
21524,5,f,578,4,1,8.908e-05,14.81,5
21525,56,m,579,1,1,0.00658737,12.3,50
21526,52,f,580,1,1,0.00233297,12.3,50
21527,77,m,581,1,1,0.04069575,6.89,70
21528,21,m,582,1,1,0.00040526,13.57,20
21529,21,m,583,1,1,0.00040526,13.57,20
21530,24,m,584,1,1,0.00047486,13.57,20
21531,72,m,585,2,1,0.02618392,6.89,70
21532,60,f,585,2,1,0.00527596,9.21,60
21533,46,f,586,1,1,0.00121751,13.83,40
21534,75,f,588,1,1,0.01923138,6.89,70
21535,48,m,589,2,1,0.00265551,13.83,40
21536,50,f,589,2,1,0.0018532,12.3,50
21537,33,m,590,2,1,0.00073168,14.14,30
21538,33,f,590,2,1,0.00036033,14.14,30
21539,32,f,591,3,1,0.00034263,14.14,30
21540,35,m,591,3,1,0.00080225,14.14,30
21541,0,m,591,3,1,0.00356226,10.21,0
21542,20,f,592,1,1,0.00018488,13.57,20
21543,61,m,593,2,1,0.01082143,9.21,60
21544,62,f,593,2,1,0.00613444,9.21,60
21545,42,m,594,3,1,0.00144076,13.83,40
21546,56,f,594,3,1,0.00357696,12.3,50
21547,20,m,594,3,1,0.00043184,13.57,20
21548,40,m,595,1,1,0.00123774,13.83,40
21549,34,m,596,4,1,0.00076954,14.14,30
21550,30,f,596,4,1,0.00031713,14.14,30
21551,5,m,596,4,1,0.00010046,14.81,5
21552,1,f,596,4,1,0.00024794,10.21,0
21553,30,m,597,1,1,0.00056139,14.14,30
21554,59,m,599,2,1,0.00893714,12.3,50
21555,58,f,599,2,1,0.00434941,12.3,50
21556,32,m,600,5,1,0.000634,14.14,30
21557,32,f,600,5,1,0.00034263,14.14,30
21558,8,f,600,5,1,6.968e-05,14.81,5
21559,5,m,600,5,1,0.00010046,14.81,5
21560,3,m,600,5,1,0.00010894,10.21,0
21561,70,m,601,1,1,0.02230277,6.89,70
21562,44,f,602,2,1,0.00097058,13.83,40
21563,26,f,602,2,1,0.0001882,13.57,20
21564,49,m,603,2,1,0.00297126,13.83,40
21565,47,f,603,2,1,0.0013703,13.83,40
21566,70,m,604,2,1,0.02230277,6.89,70
21567,67,f,604,2,1,0.00948222,9.21,60
21568,68,m,606,2,1,0.01918012,9.21,60
21569,67,f,606,2,1,0.00948222,9.21,60
21570,69,f,607,1,1,0.0115546,9.21,60
21571,50,m,608,2,1,0.00332421,12.3,50
21572,51,f,608,2,1,0.0021427,12.3,50
21573,76,m,609,1,1,0.03717284,6.89,70
21574,73,f,611,2,1,0.01641616,6.89,70
21575,47,f,611,2,1,0.0013703,13.83,40
21576,31,f,612,3,1,0.000314,14.14,30
21577,30,m,612,3,1,0.00056139,14.14,30
21578,1,f,612,3,1,0.00024794,10.21,0
21579,74,m,613,2,1,0.03108519,6.89,70
21580,74,f,613,2,1,0.01784317,6.89,70
21581,48,f,614,1,1,0.00159405,13.83,40
21582,27,m,615,1,1,0.00046183,13.57,20
21583,75,f,616,1,1,0.01923138,6.89,70
21584,34,m,617,1,1,0.00076954,14.14,30
21585,58,m,618,2,1,0.00815644,12.3,50
21586,57,f,618,2,1,0.00392413,12.3,50
21587,47,m,619,2,1,0.00236791,13.83,40
21588,47,f,619,2,1,0.0013703,13.83,40
21589,68,m,620,2,1,0.01918012,9.21,60
21590,64,f,620,2,1,0.00747267,9.21,60
21591,71,m,622,2,1,0.0246394,6.89,70
21592,69,f,622,2,1,0.0115546,9.21,60
21593,75,m,623,1,1,0.03362174,6.89,70
21594,30,m,624,4,1,0.00056139,14.14,30
21595,30,f,624,4,1,0.00031713,14.14,30
21596,9,m,624,4,1,8.001e-05,14.81,5
21597,8,m,624,4,1,8.552e-05,14.81,5
21598,64,m,625,1,1,0.01425244,9.21,60
21599,61,m,626,2,1,0.01082143,9.21,60
21600,60,f,626,2,1,0.00527596,9.21,60
21601,80,m,627,2,1,0.05642286,6.89,70
21602,70,f,627,2,1,0.01259879,6.89,70
21603,84,f,628,1,1,0.06516314,6.89,70
21604,60,m,629,1,1,0.00983124,9.21,60
21605,34,m,630,3,1,0.00076954,14.14,30
21606,32,f,630,3,1,0.00034263,14.14,30
21607,2,f,630,3,1,0.00012423,10.21,0
21608,71,f,631,1,1,0.01370178,6.89,70
21609,71,f,633,1,1,0.01370178,6.89,70
21610,62,f,634,1,1,0.00613444,9.21,60
21611,70,m,635,2,1,0.02230277,6.89,70
21612,70,f,635,2,1,0.01259879,6.89,70
21613,48,m,636,1,1,0.00265551,13.83,40
21614,49,m,637,4,1,0.00297126,13.83,40
21615,44,f,637,4,1,0.00097058,13.83,40
21616,19,f,637,4,1,0.00017479,17.58,15
21617,19,f,637,4,1,0.00017479,17.58,15
21618,31,f,638,2,1,0.000314,14.14,30
21619,26,m,638,2,1,0.00045886,13.57,20
21620,49,m,639,2,1,0.00297126,13.83,40
21621,48,f,639,2,1,0.00159405,13.83,40
21622,70,m,640,2,1,0.02230277,6.89,70
21623,66,f,640,2,1,0.00876211,9.21,60
21624,64,m,641,2,1,0.01425244,9.21,60
21625,59,f,641,2,1,0.00470636,12.3,50
21626,66,m,642,2,1,0.01660601,9.21,60
21627,65,f,642,2,1,0.00797044,9.21,60
21628,63,f,644,2,1,0.0067488999999999995,9.21,60
21629,56,m,644,2,1,0.00658737,12.3,50
21630,29,m,645,1,1,0.00052165,13.57,20
21631,31,m,646,3,1,0.00061587,14.14,30
21632,28,f,646,3,1,0.00023564,13.57,20
21633,2,f,646,3,1,0.00012423,10.21,0
21634,55,m,647,1,1,0.00591257,12.3,50
21635,21,m,648,1,1,0.00040526,13.57,20
21636,70,m,649,2,1,0.02230277,6.89,70
21637,60,f,649,2,1,0.00527596,9.21,60
21638,28,m,650,1,1,0.00048486,13.57,20
21639,49,f,651,1,1,0.00174807,13.83,40
21640,22,f,652,1,1,0.00016281,13.57,20
21641,25,m,653,1,1,0.00043792,13.57,20
21642,70,m,654,2,1,0.02230277,6.89,70
21643,68,f,654,2,1,0.01046567,9.21,60
21644,54,m,656,1,1,0.00531626,12.3,50
21645,48,f,657,1,1,0.00159405,13.83,40
21646,68,f,658,1,1,0.01046567,9.21,60
21647,79,f,659,1,1,0.03141447,6.89,70
21648,56,m,660,1,1,0.00658737,12.3,50
21649,30,m,661,3,1,0.00056139,14.14,30
21650,28,f,661,3,1,0.00023564,13.57,20
21651,0,f,661,3,1,0.00300534,10.21,0
21652,39,m,662,5,1,0.00111397,14.14,30
21653,41,f,662,5,1,0.00074026,13.83,40
21654,2,m,662,5,1,0.00015611,10.21,0
21655,13,m,662,5,1,9.588e-05,18.22,10
21656,19,f,662,5,1,0.00017479,17.58,15
21657,66,m,664,2,1,0.01660601,9.21,60
21658,68,f,664,2,1,0.01046567,9.21,60
21659,80,m,665,1,1,0.05642286,6.89,70
21660,74,m,666,2,1,0.03108519,6.89,70
21661,70,f,666,2,1,0.01259879,6.89,70
21662,61,m,668,2,1,0.01082143,9.21,60
21663,59,f,668,2,1,0.00470636,12.3,50
21664,52,m,669,3,1,0.00414072,12.3,50
21665,49,f,669,3,1,0.00174807,13.83,40
21666,28,m,669,3,1,0.00048486,13.57,20
21667,68,m,670,3,1,0.01918012,9.21,60
21668,73,f,670,3,1,0.01641616,6.89,70
21669,38,f,670,3,1,0.00060325,14.14,30
21670,49,m,671,3,1,0.00297126,13.83,40
21671,42,f,671,3,1,0.00079376,13.83,40
21672,21,f,671,3,1,0.0001649,13.57,20
21673,55,m,672,2,1,0.00591257,12.3,50
21674,56,f,672,2,1,0.00357696,12.3,50
21675,78,f,673,1,1,0.02744802,6.89,70
21676,70,m,674,2,1,0.02230277,6.89,70
21677,69,f,674,2,1,0.0115546,9.21,60
21678,81,f,675,1,1,0.04267387,6.89,70
21679,45,m,676,2,1,0.0019587,13.83,40
21680,81,f,676,2,1,0.04267387,6.89,70
21681,36,f,677,1,1,0.0004585,14.14,30
21682,71,m,679,2,1,0.0246394,6.89,70
21683,70,f,679,2,1,0.01259879,6.89,70
21684,38,f,680,1,1,0.00060325,14.14,30
21685,20,m,681,1,1,0.00043184,13.57,20
21686,55,m,682,2,1,0.00591257,12.3,50
21687,54,f,682,2,1,0.0028887,12.3,50
21688,34,f,683,3,1,0.000406,14.14,30
21689,13,m,683,3,1,9.588e-05,18.22,10
21690,7,m,683,3,1,8.614e-05,14.81,5
21691,61,m,684,2,1,0.01082143,9.21,60
21692,56,f,684,2,1,0.00357696,12.3,50
21693,41,m,685,3,1,0.00133379,13.83,40
21694,34,f,685,3,1,0.000406,14.14,30
21695,11,f,685,3,1,7.733e-05,18.22,10
21696,32,f,686,4,1,0.00034263,14.14,30
21697,33,m,686,4,1,0.00073168,14.14,30
21698,6,f,686,4,1,8.846e-05,14.81,5
21699,1,f,686,4,1,0.00024794,10.21,0
21700,39,m,687,5,1,0.00111397,14.14,30
21701,36,f,687,5,1,0.0004585,14.14,30
21702,18,m,687,5,1,0.00038318,17.58,15
21703,16,m,687,5,1,0.00024747,17.58,15
21704,9,f,687,5,1,6.117e-05,14.81,5
21705,45,f,688,2,1,0.00115224,13.83,40
21706,11,f,688,2,1,7.733e-05,18.22,10
21707,60,m,691,1,1,0.00983124,9.21,60
21708,72,f,692,1,1,0.01481358,6.89,70
21709,57,m,693,1,1,0.00733233,12.3,50
21710,69,f,694,1,1,0.0115546,9.21,60
21711,41,f,695,2,1,0.00074026,13.83,40
21712,18,f,695,2,1,0.00019702,17.58,15
21713,62,f,696,2,1,0.00613444,9.21,60
21714,67,m,696,2,1,0.01799621,9.21,60
21715,67,f,697,1,1,0.00948222,9.21,60
21716,21,m,698,1,1,0.00040526,13.57,20
21717,21,f,699,2,1,0.0001649,13.57,20
21718,22,m,699,2,1,0.00045366,13.57,20
21719,30,m,700,3,1,0.00056139,14.14,30
21720,33,f,700,3,1,0.00036033,14.14,30
21721,1,m,700,3,1,0.00027641,10.21,0
21722,70,m,702,2,1,0.02230277,6.89,70
21723,78,f,702,2,1,0.02744802,6.89,70
21724,51,m,703,1,1,0.00370198,12.3,50
21725,34,f,704,2,1,0.000406,14.14,30
21726,11,m,704,2,1,7.74e-05,18.22,10
21727,65,m,705,2,1,0.01542111,9.21,60
21728,57,f,705,2,1,0.00392413,12.3,50
21729,42,f,706,1,1,0.00079376,13.83,40
21730,60,m,707,2,1,0.00983124,9.21,60
21731,53,f,707,2,1,0.00256767,12.3,50
21732,69,m,708,2,1,0.02109939,9.21,60
21733,68,f,708,2,1,0.01046567,9.21,60
21734,52,m,709,2,1,0.00414072,12.3,50
21735,56,f,709,2,1,0.00357696,12.3,50
21736,64,m,710,4,1,0.01425244,9.21,60
21737,40,f,710,4,1,0.0006857,13.83,40
21738,18,m,710,4,1,0.00038318,17.58,15
21739,8,f,710,4,1,6.968e-05,14.81,5
21740,74,m,711,2,1,0.03108519,6.89,70
21741,71,f,711,2,1,0.01370178,6.89,70
21742,56,m,713,2,1,0.00658737,12.3,50
21743,57,f,713,2,1,0.00392413,12.3,50
21744,49,m,714,3,1,0.00297126,13.83,40
21745,47,f,714,3,1,0.0013703,13.83,40
21746,23,m,714,3,1,0.00040954,13.57,20
21747,51,m,715,2,1,0.00370198,12.3,50
21748,52,f,715,2,1,0.00233297,12.3,50
21749,69,m,716,2,1,0.02109939,9.21,60
21750,66,f,716,2,1,0.00876211,9.21,60
21751,70,m,717,2,1,0.02230277,6.89,70
21752,69,f,717,2,1,0.0115546,9.21,60
21753,70,f,718,1,1,0.01259879,6.89,70
21754,80,m,719,2,1,0.05642286,6.89,70
21755,77,f,719,2,1,0.02379649,6.89,70
21756,57,m,720,2,1,0.00733233,12.3,50
21757,54,f,720,2,1,0.0028887,12.3,50
21758,50,m,721,2,1,0.00332421,12.3,50
21759,47,f,721,2,1,0.0013703,13.83,40
21760,68,m,722,2,1,0.01918012,9.21,60
21761,67,f,722,2,1,0.00948222,9.21,60
21762,54,f,724,3,1,0.0028887,12.3,50
21763,58,m,724,3,1,0.00815644,12.3,50
21764,23,m,724,3,1,0.00040954,13.57,20
21765,42,m,725,2,1,0.00144076,13.83,40
21766,42,f,725,2,1,0.00079376,13.83,40
21767,41,m,726,1,1,0.00133379,13.83,40
21768,44,m,727,1,1,0.001798,13.83,40
21769,64,m,728,1,1,0.01425244,9.21,60
21770,34,f,729,2,1,0.000406,14.14,30
21771,5,f,729,2,1,8.908e-05,14.81,5
21772,50,f,730,2,1,0.0018532,12.3,50
21773,52,m,730,2,1,0.00414072,12.3,50
21774,22,f,731,2,1,0.00016281,13.57,20
21775,20,m,731,2,1,0.00043184,13.57,20
21776,56,m,732,4,1,0.00658737,12.3,50
21777,56,f,732,4,1,0.00357696,12.3,50
21778,22,f,732,4,1,0.00016281,13.57,20
21779,20,f,732,4,1,0.00018488,13.57,20
21780,24,f,733,1,1,0.00017994,13.57,20
21781,60,m,735,1,1,0.00983124,9.21,60
21782,54,m,736,2,1,0.00531626,12.3,50
21783,25,f,736,2,1,0.00019022,13.57,20
21784,70,m,737,1,1,0.02230277,6.89,70
21785,39,f,738,4,1,0.00060115,14.14,30
21786,46,m,738,4,1,0.00217916,13.83,40
21787,15,f,738,4,1,0.00012167,17.58,15
21788,10,m,738,4,1,7.924e-05,18.22,10
21789,22,m,739,1,1,0.00045366,13.57,20
21790,72,f,740,1,1,0.01481358,6.89,70
21791,74,m,741,2,1,0.03108519,6.89,70
21792,74,f,741,2,1,0.01784317,6.89,70
21793,30,m,742,2,1,0.00056139,14.14,30
21794,26,f,742,2,1,0.0001882,13.57,20
21795,50,m,743,1,1,0.00332421,12.3,50
21796,47,m,744,3,1,0.00236791,13.83,40
21797,49,f,744,3,1,0.00174807,13.83,40
21798,21,m,744,3,1,0.00040526,13.57,20
21799,78,m,751,2,1,0.04546946,6.89,70
21800,76,f,751,2,1,0.02156594,6.89,70
21801,57,m,752,2,1,0.00733233,12.3,50
21802,55,f,752,2,1,0.00324545,12.3,50
21803,56,m,753,2,1,0.00658737,12.3,50
21804,55,f,753,2,1,0.00324545,12.3,50
21805,48,m,754,4,1,0.00265551,13.83,40
21806,47,f,754,4,1,0.0013703,13.83,40
21807,25,m,754,4,1,0.00043792,13.57,20
21808,21,f,754,4,1,0.0001649,13.57,20
21809,40,m,755,2,1,0.00123774,13.83,40
21810,14,f,755,2,1,9.221e-05,18.22,10
21811,77,f,756,1,1,0.02379649,6.89,70
21812,46,f,757,2,1,0.00121751,13.83,40
21813,24,m,757,2,1,0.00047486,13.57,20
21814,71,m,758,1,1,0.0246394,6.89,70
21815,68,m,759,2,1,0.01918012,9.21,60
21816,65,f,759,2,1,0.00797044,9.21,60
21817,24,m,760,2,1,0.00047486,13.57,20
21818,32,f,760,2,1,0.00034263,14.14,30
21819,51,m,762,2,1,0.00370198,12.3,50
21820,47,f,762,2,1,0.0013703,13.83,40
21821,79,m,763,2,1,0.05046754,6.89,70
21822,74,f,763,2,1,0.01784317,6.89,70
21823,23,f,764,2,1,0.00017996,13.57,20
21824,5,m,764,2,1,0.00010046,14.81,5
21825,72,m,765,2,1,0.02618392,6.89,70
21826,70,f,765,2,1,0.01259879,6.89,70
21827,65,m,766,2,1,0.01542111,9.21,60
21828,62,f,766,2,1,0.00613444,9.21,60
21829,44,m,767,2,1,0.001798,13.83,40
21830,46,f,767,2,1,0.00121751,13.83,40
21831,79,m,768,2,1,0.05046754,6.89,70
21832,75,f,768,2,1,0.01923138,6.89,70
21833,36,f,769,1,1,0.0004585,14.14,30
21834,41,m,770,4,1,0.00133379,13.83,40
21835,34,f,770,4,1,0.000406,14.14,30
21836,4,f,770,4,1,9.569e-05,10.21,0
21837,2,f,770,4,1,0.00012423,10.21,0
21838,26,f,771,1,1,0.0001882,13.57,20
21839,51,m,773,1,1,0.00370198,12.3,50
21840,27,m,774,4,1,0.00046183,13.57,20
21841,28,f,774,4,1,0.00023564,13.57,20
21842,4,m,774,4,1,0.00010653,10.21,0
21843,2,m,774,4,1,0.00015611,10.21,0
21844,35,m,775,2,1,0.00080225,14.14,30
21845,32,f,775,2,1,0.00034263,14.14,30
21846,40,m,776,3,1,0.00123774,13.83,40
21847,40,f,776,3,1,0.0006857,13.83,40
21848,20,m,776,3,1,0.00043184,13.57,20
21849,68,m,777,2,1,0.01918012,9.21,60
21850,67,f,777,2,1,0.00948222,9.21,60
21851,71,m,778,1,1,0.0246394,6.89,70
21852,70,m,779,1,1,0.02230277,6.89,70
21853,45,f,780,3,1,0.00115224,13.83,40
21854,43,m,780,3,1,0.00153974,13.83,40
21855,3,f,780,3,1,0.00010313,10.21,0
21856,50,f,781,1,1,0.0018532,12.3,50
21857,26,m,782,1,1,0.00045886,13.57,20
21858,25,f,783,1,1,0.00019022,13.57,20
21859,26,f,784,1,1,0.0001882,13.57,20
21860,26,f,785,1,1,0.0001882,13.57,20
21861,34,f,787,2,1,0.000406,14.14,30
21862,9,m,787,2,1,8.001e-05,14.81,5
21863,22,m,788,1,1,0.00045366,13.57,20
21864,35,m,789,2,1,0.00080225,14.14,30
21865,29,f,789,2,1,0.00025877,13.57,20
21866,66,f,790,1,1,0.00876211,9.21,60
21867,69,m,791,2,1,0.02109939,9.21,60
21868,69,f,791,2,1,0.0115546,9.21,60
21869,24,f,792,1,1,0.00017994,13.57,20
